None,ticker,Date,Open,High,Low,Close,Volume,Adj_Close
792,AMZN,1/30/2015,346.32,359.5,340.74,354.53,23856060,354.53
793,AMZN,1/29/2015,304.73,312.8,299.33,311.78,8656567,311.78
794,AMZN,1/28/2015,309.81,311.51,303.8,303.91,3063774,303.91
795,AMZN,1/27/2015,306.3,310.243,302.625,306.75,2920315,306.75
796,AMZN,1/26/2015,311.82,313,307.5201,309.66,3169665,309.66
797,AMZN,1/23/2015,308.08,316.93,307.72,312.39,4496419,312.39
798,AMZN,1/22/2015,300,312.25,300,310.32,5362640,310.32
799,AMZN,1/21/2015,289.64,306,287.26,297.25,10065076,297.25
800,AMZN,1/20/2015,292.59,293.3599,286.39,289.44,3075081,289.44
801,AMZN,1/16/2015,286.28,290.79,285.25,290.74,3478176,290.74
802,AMZN,1/15/2015,294,295.9995,286.815,286.95,4419196,286.95
803,AMZN,1/14/2015,291.93,295.91,286.503,293.27,5538666,293.27
